API,Param,ratio,doc2.1_parsed_rmv1,tfdoc2.2
tf.debugging.assert_near.yaml,rtol,0.989247311827957,"`Tensor`.  Same `dtype` as, and broadcastable to, `x`. The relative tolerance.  Default is `10 * eps`.","Tensor. Same dtype as, and broadcastable to, x. The relative tolerance. Default is 10 * eps."
tf.debugging.assert_near.yaml,atol,0.989247311827957,"`Tensor`.  Same `dtype` as, and broadcastable to, `x`. The absolute tolerance.  Default is `10 * eps`.","Tensor. Same dtype as, and broadcastable to, x. The absolute tolerance. Default is 10 * eps."
tf.debugging.assert_near.yaml,name,0.9922480620155039,"A name for this operation (optional).  Defaults to ""assert_near"".","A name for this operation (optional). Defaults to ""assert_near""."
tf.ones_like.yaml,dtype,0.9931506849315068,"A type for the returned `Tensor`. Must be `float16`, `float32`,`float64`, `int8`, `uint8`, `int16`, `uint16`, `int32`, `int64`,`complex64`, `complex128`, `bool` or `string`.","A type for the returned Tensor. Must be float16, float32, float64, int8, uint8, int16, uint16, int32, int64, complex64, complex128, bool or string."
tf.mlir.experimental.convert_graph_def.yaml,pass_pipeline,0.9961089494163424,"A textual description of an MLIR Pass Pipeline to run on the module, see MLIR documentation for thetextual pass pipeline syntax.","A textual description of an MLIR Pass Pipeline to run on the module, see MLIR documentation for the textual pass pipeline syntax."
tf.estimator.experimental.stop_if_no_increase_hook.yaml,run_every_secs,0.993006993006993,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.","If specified, calls should_stop_fn at an interval of run_every_secs seconds. Defaults to 60 seconds. Either this or run_every_steps must be set."
tf.estimator.experimental.stop_if_no_increase_hook.yaml,run_every_steps,0.995260663507109,"If specified, calls `should_stop_fn` every`run_every_steps` steps. Either this or `run_every_secs` must be set.","If specified, calls should_stop_fn every run_every_steps steps. Either this or run_every_secs must be set."
tf.nn.depthwise_conv2d_backprop_input.yaml,data_format,0.9937888198757764,"An optional `string` from: `""NHWC"", ""NCHW""`. Defaults to `""NHWC""`. Specify the data format of the input and output data. With the default format ""NHWC"", the data is stored in the order of:   [batch, height, width, channels]. Alternatively, the format could be ""NCHW"", the data storage order of:   [batch, channels, height, width].","An optional string from: ""NHWC"", ""NCHW"". Defaults to ""NHWC"". Specify the data format of the input and output data. With the default format ""NHWC"", the data is stored in the order of: [batch, height, width, channels]. Alternatively, the format could be ""NCHW"", the data storage order of: [batch, channels, height, width]."
tf.nn.depthwise_conv2d_backprop_input.yaml,input_sizes,0.9948717948717949,"A `Tensor` of type `int32`. An integer vector representing the shape of `input`, based on `data_format`.  For example, if `data_format` is 'NHWC' then`input` is a 4-D `[batch, height, width, channels]` tensor.","A Tensor of type int32. An integer vector representing the shape of input, based on data_format. For example, if data_format is 'NHWC' then input is a 4-D [batch, height, width, channels] tensor."
tf.nn.depthwise_conv2d_backprop_input.yaml,filter,0.9968652037617555,"A `Tensor`. Must be one of the following types: `half`, `bfloat16`, `float32`, `float64`. 4-D with shape`[filter_height, filter_width, in_channels, depthwise_multiplier]`.","A Tensor. Must be one of the following types: half, bfloat16, float32, float64. 4-D with shape [filter_height, filter_width, in_channels, depthwise_multiplier]."
tf.nn.depthwise_conv2d_backprop_input.yaml,out_backprop,0.997920997920998,"A `Tensor`. Must have the same type as `filter`. 4-D with shape  based on `data_format`. For example, if `data_format` is 'NHWC' then out_backprop shape is `[batch, out_height, out_width, out_channels]`. Gradients w.r.t. the output of the convolution.","A Tensor. Must have the same type as filter. 4-D with shape based on data_format. For example, if data_format is 'NHWC' then out_backprop shape is [batch, out_height, out_width, out_channels]. Gradients w.r.t. the output of the convolution."
tf.batch_to_space.yaml,input,0.9620253164556962,"A `Tensor`. N-D with shape `input_shape = [batch] + spatial_shape + remaining_shape`, where spatial_shape has M dimensions.","A N-D Tensor with shape input_shape = [batch] + spatial_shape + remaining_shape, where spatial_shape has M dimensions."
tf.batch_to_space.yaml,block_shape,0.9026217228464419,"A `Tensor`. Must be one of the following types: `int32`,`int64`. 1-D with shape `[M]`, all values must be >= 1. For backwards compatibility with TF 1.0, this parameter may be an int, in which case it is converted to `numpy.array([block_shape, block_shape], dtype=numpy.int64)`.","A 1-D Tensor with shape [M]. Must be one of the following types: int32, int64. All values must be >= 1. For backwards compatibility with TF 1.0, this parameter may be an int, in which case it is converted to numpy.array([block_shape, block_shape], dtype=numpy.int64)."
tf.sparse.segment_mean.yaml,num_segments,0.9923664122137404,An optional int32 scalar. Indicates the size of the output`Tensor`.,An optional int32 scalar. Indicates the size of the output Tensor.
tf.sparse.segment_mean.yaml,indices,0.9923664122137404,A 1-D `Tensor` with indices into `data`. Has same rank as`segment_ids`.,A 1-D Tensor with indices into data. Has same rank as segment_ids.
tf.nn.log_softmax.yaml,logits,0.9936305732484076,"A non-empty `Tensor`. Must be one of the following types: `half`,`float32`, `float64`.","A non-empty Tensor. Must be one of the following types: half, float32, float64."
tf.image.adjust_jpeg_quality.yaml,image,0.9666666666666667,"3D image. Size of the last dimension must be None, 1 or 3.","3D image. The size of the last dimension must be None, 1 or 3."
tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient.yaml,gradients,0.9963369963369964,"A `Tensor` of type `float32`. Backpropagated gradients above the FakeQuantWithMinMaxVars operation, shape one of: `[d]`, `[b, d]`,  `[b, h, w, d]`.","A Tensor of type float32. Backpropagated gradients above the FakeQuantWithMinMaxVars operation, shape one of: [d], [b, d], [b, h, w, d]."
tf.estimator.experimental.stop_if_higher_hook.yaml,run_every_secs,0.993006993006993,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.","If specified, calls should_stop_fn at an interval of run_every_secs seconds. Defaults to 60 seconds. Either this or run_every_steps must be set."
tf.estimator.experimental.stop_if_higher_hook.yaml,run_every_steps,0.995260663507109,"If specified, calls `should_stop_fn` every`run_every_steps` steps. Either this or `run_every_secs` must be set.","If specified, calls should_stop_fn every run_every_steps steps. Either this or run_every_secs must be set."
tf.sparse.to_indicator.yaml,sp_input,0.9914529914529915,A `SparseTensor` with `values` property of type `int32` or`int64`.,A SparseTensor with values property of type int32 or int64.
tf.feature_column.sequence_categorical_column_with_identity.yaml,default_value,0.9971014492753624,"If `None`, this column's graph operations will fail for out-of-range inputs. Otherwise, this value must be in the range`[0, num_buckets)`, and will replace out-of-range inputs.","If None, this column's graph operations will fail for out-of-range inputs. Otherwise, this value must be in the range [0, num_buckets), and will replace out-of-range inputs."
tf.random.shuffle.yaml,seed,0.908256880733945,A Python integer. Used to create a random seed for the distribution. See`tf.compat.v1.set_random_seed`for behavior.,A Python integer. Used to create a random seed for the distribution. See tf.random.set_seed for behavior.
tf.strings.format.yaml,summarize,0.9974683544303797,"An optional `int`. Defaults to `3`. When formatting the tensors, show the first and last `summarize`entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown.","An optional int. Defaults to 3. When formatting the tensors, show the first and last summarize entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown."
tf.image.non_max_suppression_with_scores.yaml,soft_nms_sigma,0.9947368421052631,"A scalar float representing the Soft NMS sigma parameter; See Bodla et al, https://arxiv.org/abs/1704.04503).  When`soft_nms_sigma=0.0` (which is default), we fall back to standard (hard) NMS.","A scalar float representing the Soft NMS sigma parameter; See Bodla et al, https://arxiv.org/abs/1704.04503). When soft_nms_sigma=0.0 (which is default), we fall back to standard (hard) NMS."
tf.image.non_max_suppression_with_scores.yaml,max_output_size,0.9902912621359223,A scalar integer `Tensor` representing the maximum number of boxes to be selected by non max suppression.,A scalar integer Tensor representing the maximum number of boxes to be selected by non-max suppression.
tf.linalg.matmul.yaml,a,0.9942196531791907,"`tf.Tensor` of type `float16`, `float32`, `float64`, `int32`,`complex64`, `complex128` and rank > 1.","tf.Tensor of type float16, float32, float64, int32, complex64, complex128 and rank > 1."
tf.math.segment_mean.yaml,segment_ids,0.9971671388101983,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A 1-D tensor whose size is equal to the size of `data`'s first dimension.  Values should be sorted and can be repeated.","A Tensor. Must be one of the following types: int32, int64. A 1-D tensor whose size is equal to the size of data's first dimension. Values should be sorted and can be repeated."
tf.math.l2_normalize.yaml,axis,0.9928057553956835,Dimension along which to normalize.  A scalar or a vector of integers.,Dimension along which to normalize. A scalar or a vector of integers.
tf.linalg.tridiagonal_solve.yaml,diagonals_format,0.990990990990991,"one of `matrix`, `sequence`, or `compact`. Default is`compact`.","one of matrix, sequence, or compact. Default is compact."
tf.linalg.tridiagonal_solve.yaml,diagonals,0.9970501474926253,"A `Tensor` or tuple of `Tensor`s describing left-hand sides. The shape depends of `diagonals_format`, see description above. Must be`float32`, `float64`, `complex64`, or `complex128`.","A Tensor or tuple of Tensors describing left-hand sides. The shape depends of diagonals_format, see description above. Must be float32, float64, complex64, or complex128."
tf.linalg.tridiagonal_solve.yaml,rhs,0.9974937343358395,"A `Tensor` of shape [..., M] or [..., M, K] and with the same dtype as`diagonals`. Note that if the shape of `rhs` and/or `diags` isn't known statically, `rhs` will be treated as a matrix rather than a vector.","A Tensor of shape [..., M] or [..., M, K] and with the same dtype as diagonals. Note that if the shape of rhs and/or diags isn't known statically, rhs will be treated as a matrix rather than a vector."
tf.autograph.to_graph.yaml,experimental_optional_features,0.9928057553956835,"`None`, a tuple of, or a single`tf.autograph.experimental.Feature` value.","None, a tuple of, or a single tf.autograph.experimental.Feature value."
tf.debugging.assert_none_equal.yaml,name,0.9929078014184397,"A name for this operation (optional).  Defaults to ""assert_none_equal"".","A name for this operation (optional). Defaults to ""assert_none_equal""."
tf.unstack.yaml,num,0.9942196531791907,An `int`. The length of the dimension `axis`. Automatically inferred if`None` (the default).,An int. The length of the dimension axis. Automatically inferred if None (the default).
tf.data.experimental.sample_from_datasets.yaml,weights,0.9633699633699634,"(Optional.) A list of `len(datasets)` floating-point values where`weights[i]` represents the probability with which an element should be sampled from `datasets[i]`, or a `tf.data.Dataset` object where each element is such a list. Defaults to a uniform distribution across`datasets`.","(Optional.) A list of len(datasets) floating-point values where weights[i] represents the probability with which an element should be sampled from datasets[i], or a tf.data.Dataset object where each element is such a list. Defaults to a uniform distribution across datasets."
tf.data.experimental.sample_from_datasets.yaml,seed,0.939297124600639,"(Optional.) A `tf.int64` scalar `tf.Tensor`, representing the random seed that will be used to create the distribution. See`tf.compat.v1.set_random_seed` for behavior.","(Optional.) A tf.int64 scalar tf.Tensor, representing the random seed that will be used to create the distribution. See tf.random.set_seed for behavior."
tf.nn.depthwise_conv2d_backprop_filter.yaml,data_format,0.9937888198757764,"An optional `string` from: `""NHWC"", ""NCHW""`. Defaults to `""NHWC""`. Specify the data format of the input and output data. With the default format ""NHWC"", the data is stored in the order of:   [batch, height, width, channels]. Alternatively, the format could be ""NCHW"", the data storage order of:   [batch, channels, height, width].","An optional string from: ""NHWC"", ""NCHW"". Defaults to ""NHWC"". Specify the data format of the input and output data. With the default format ""NHWC"", the data is stored in the order of: [batch, height, width, channels]. Alternatively, the format could be ""NCHW"", the data storage order of: [batch, channels, height, width]."
tf.nn.depthwise_conv2d_backprop_filter.yaml,input,0.9955357142857143,"A `Tensor`. Must be one of the following types: `half`, `bfloat16`, `float32`, `float64`. 4-D with shape based on `data_format`.  For example, if`data_format` is 'NHWC' then `input` is a 4-D `[batch, in_height, in_width, in_channels]` tensor.","A Tensor. Must be one of the following types: half, bfloat16, float32, float64. 4-D with shape based on data_format. For example, if data_format is 'NHWC' then input is a 4-D [batch, in_height, in_width, in_channels] tensor."
tf.nn.depthwise_conv2d_backprop_filter.yaml,filter_sizes,0.9971671388101983,"A `Tensor` of type `int32`. An integer vector representing the tensor shape of `filter`, where `filter` is a 4-D`[filter_height, filter_width, in_channels, depthwise_multiplier]` tensor.","A Tensor of type int32. An integer vector representing the tensor shape of filter, where filter is a 4-D [filter_height, filter_width, in_channels, depthwise_multiplier] tensor."
tf.nn.depthwise_conv2d_backprop_filter.yaml,out_backprop,0.9979123173277662,"A `Tensor`. Must have the same type as `input`. 4-D with shape  based on `data_format`. For example, if `data_format` is 'NHWC' then out_backprop shape is `[batch, out_height, out_width, out_channels]`. Gradients w.r.t. the output of the convolution.","A Tensor. Must have the same type as input. 4-D with shape based on data_format. For example, if data_format is 'NHWC' then out_backprop shape is [batch, out_height, out_width, out_channels]. Gradients w.r.t. the output of the convolution."
tf.nn.ctc_beam_search_decoder.yaml,sequence_length,0.9929078014184397,"1-D `int32` vector containing sequence lengths, having size`[batch_size]`.","1-D int32 vector containing sequence lengths, having size [batch_size]."
tf.sparse.reduce_sum.yaml,output_is_sparse,0.993006993006993,"If true, returns a `SparseTensor` instead of a dense`Tensor` (the default).","If true, returns a SparseTensor instead of a dense Tensor (the default)."
tf.nn.conv_transpose.yaml,data_format,0.9480354879594424,"A string or None.  Specifies whether the channel dimension of the `input` and output is the last dimension (default, or if `data_format`does not start with ""NC""), or the second dimension (if `data_format`starts with ""NC"").  For N=1, the valid values are ""NWC"" (default) and ""NCW"".  For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW"".","A string or None. Specifies whether the channel dimension of the input and output is the last dimension (default, or if data_format does not start with ""NC""), or the second dimension (if data_format starts with ""NC""). For N=1, the valid values are ""NWC"" (default) and ""NCW"". For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW""."
tf.nn.conv_transpose.yaml,input,0.9948542024013722,"An N+2 dimensional `Tensor` of shape`[batch_size] + input_spatial_shape + [in_channels]` if data_format does not start with ""NC"" (default), or`[batch_size, in_channels] + input_spatial_shape` if data_format starts with ""NC"". It must be one of the following types:`half`, `bfloat16`, `float32`, `float64`.","An N+2 dimensional Tensor of shape [batch_size] + input_spatial_shape + [in_channels] if data_format does not start with ""NC"" (default), or [batch_size, in_channels] + input_spatial_shape if data_format starts with ""NC"". It must be one of the following types: half, bfloat16, float32, float64."
tf.nn.conv_transpose.yaml,strides,0.9984301412872841,"An int or list of `ints` that has length `1`, `N` or `N+2`.  The stride of the sliding window for each dimension of `input`. If a single value is given it is replicated in the spatial dimensions. By default the `N` and `C` dimensions are set to 0. The dimension order is determined by the value of `data_format`, see below for details.","An int or list of ints that has length 1, N or N+2. The stride of the sliding window for each dimension of input. If a single value is given it is replicated in the spatial dimensions. By default the N and C dimensions are set to 0. The dimension order is determined by the value of data_format, see below for details."
tf.io.decode_image.yaml,expand_animations,0.996742671009772,"Controls the shape of the returned op's output. If`True`, the returned op will produce a 3-D tensor for PNG, JPEG, and BMP files; and a 4-D tensor for all GIFs, whether animated or not. If,`False`, the returned op will produce a 3-D tensor for all file types and will truncate animated GIFs to the first frame.","Controls the shape of the returned op's output. If True, the returned op will produce a 3-D tensor for PNG, JPEG, and BMP files; and a 4-D tensor for all GIFs, whether animated or not. If, False, the returned op will produce a 3-D tensor for all file types and will truncate animated GIFs to the first frame."
tf.random.truncated_normal.yaml,seed,0.908256880733945,A Python integer. Used to create a random seed for the distribution. See`tf.compat.v1.set_random_seed`for behavior.,A Python integer. Used to create a random seed for the distribution. See tf.random.set_seed for behavior.
tf.ensure_shape.yaml,shape,0.9948717948717949,"A `TensorShape` representing the shape of this tensor, a`TensorShapeProto`, a list, a tuple, or None.","A TensorShape representing the shape of this tensor, a TensorShapeProto, a list, a tuple, or None."
tf.image.adjust_hue.yaml,image,0.9666666666666667,RGB image or images. Size of the last dimension must be 3.,RGB image or images. The size of the last dimension must be 3.
tf.image.adjust_hue.yaml,delta,0.9882352941176471,float.  How much to add to the hue channel.,float. How much to add to the hue channel.
tf.math.segment_prod.yaml,segment_ids,0.9971671388101983,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A 1-D tensor whose size is equal to the size of `data`'s first dimension.  Values should be sorted and can be repeated.","A Tensor. Must be one of the following types: int32, int64. A 1-D tensor whose size is equal to the size of data's first dimension. Values should be sorted and can be repeated."
tf.debugging.assert_non_positive.yaml,name,0.993103448275862,"A name for this operation (optional).  Defaults to ""assert_non_positive"".","A name for this operation (optional). Defaults to ""assert_non_positive""."
tf.nn.softmax_cross_entropy_with_logits.yaml,labels,0.9977220956719818,"Each vector along the class dimension should hold a valid probability distribution e.g. for the case in which labels are of shape`[batch_size, num_classes]`, each row of `labels[i]` must be a valid probability distribution.","Each vector along the class dimension should hold a valid probability distribution e.g. for the case in which labels are of shape [batch_size, num_classes], each row of labels[i] must be a valid probability distribution."
tf.feature_column.sequence_categorical_column_with_vocabulary_file.yaml,num_oov_buckets,0.996415770609319,"Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range`[vocabulary_size, vocabulary_size+num_oov_buckets)` based on a hash of the input value. A positive `num_oov_buckets` can not be specified with`default_value`.","Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range [vocabulary_size, vocabulary_size+num_oov_buckets) based on a hash of the input value. A positive num_oov_buckets can not be specified with default_value."
tf.feature_column.sequence_categorical_column_with_vocabulary_file.yaml,default_value,0.9964912280701754,"The integer ID value to return for out-of-vocabulary feature values, defaults to `-1`. This can not be specified with a positive`num_oov_buckets`.","The integer ID value to return for out-of-vocabulary feature values, defaults to -1. This can not be specified with a positive num_oov_buckets."
tf.math.reciprocal_no_nan.yaml,x,0.9924812030075187,"A `Tensor` of type `float16`, `float32`, `float64` `complex64` or`complex128`.","A Tensor of type float16, float32, float64 complex64 or complex128."
tf.numpy_function.yaml,func,0.9985795454545454,"A Python function, which accepts `numpy.ndarray` objects as arguments and returns a list of `numpy.ndarray` objects (or a single`numpy.ndarray`). This function must accept as many arguments as there are tensors in `inp`, and these argument types will match the corresponding`tf.Tensor` objects in `inp`. The returns `numpy.ndarray`s must match the number and types defined `Tout`. Important Note: Input and output `numpy.ndarray`s of `func` are not guaranteed to be copies. In some cases their underlying memory will be shared with the corresponding TensorFlow tensors. In-place modification or storing `func` input or return values in python datastructures without explicit (np.)copy can have non-deterministic consequences.","A Python function, which accepts numpy.ndarray objects as arguments and returns a list of numpy.ndarray objects (or a single numpy.ndarray). This function must accept as many arguments as there are tensors in inp, and these argument types will match the corresponding tf.Tensor objects in inp. The returns numpy.ndarrays must match the number and types defined Tout. Important Note: Input and output numpy.ndarrays of func are not guaranteed to be copies. In some cases their underlying memory will be shared with the corresponding TensorFlow tensors. In-place modification or storing func input or return values in python datastructures without explicit (np.)copy can have non-deterministic consequences."
tf.nn.with_space_to_batch.yaml,spatial_dims,0.9915014164305949,"Monotonically increasing sequence of `num_spatial_dims`integers (which are >= 1) specifying the spatial dimensions of `input`and output.  Defaults to: `range(1, num_spatial_dims+1)`.","Monotonically increasing sequence of num_spatial_dims integers (which are >= 1) specifying the spatial dimensions of input and output. Defaults to: range(1, num_spatial_dims+1)."
tf.nn.with_space_to_batch.yaml,data_format,0.9480354879594424,"A string or None.  Specifies whether the channel dimension of the `input` and output is the last dimension (default, or if `data_format`does not start with ""NC""), or the second dimension (if `data_format`starts with ""NC"").  For N=1, the valid values are ""NWC"" (default) and ""NCW"".  For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW"".","A string or None. Specifies whether the channel dimension of the input and output is the last dimension (default, or if data_format does not start with ""NC""), or the second dimension (if data_format starts with ""NC""). For N=1, the valid values are ""NWC"" (default) and ""NCW"". For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW""."
tf.keras.models.save_model.yaml,signatures,0.9965635738831615,Signatures to save with the SavedModel. Applicable to the 'tf' format only. Please see the `signatures` argument in`tf.saved_model.save` for details.,Signatures to save with the SavedModel. Applicable to the 'tf' format only. Please see the signatures argument in tf.saved_model.save for details.
tf.linalg.cholesky_solve.yaml,name,0.9902912621359223,A name to give this `Op`.  Defaults to `cholesky_solve`.,A name to give this Op. Defaults to cholesky_solve.
tf.linalg.cholesky_solve.yaml,chol,0.996742671009772,"A `Tensor`.  Must be `float32` or `float64`, shape is `[..., M, M]`. Cholesky factorization of `A`, e.g. `chol = tf.linalg.cholesky(A)`. For that reason, only the lower triangular parts (including the diagonal) of the last two dimensions of `chol` are used.  The strictly upper part is assumed to be zero and not accessed.","A Tensor. Must be float32 or float64, shape is [..., M, M]. Cholesky factorization of A, e.g. chol = tf.linalg.cholesky(A). For that reason, only the lower triangular parts (including the diagonal) of the last two dimensions of chol are used. The strictly upper part is assumed to be zero and not accessed."
tf.estimator.experimental.stop_if_lower_hook.yaml,run_every_secs,0.993006993006993,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.","If specified, calls should_stop_fn at an interval of run_every_secs seconds. Defaults to 60 seconds. Either this or run_every_steps must be set."
tf.estimator.experimental.stop_if_lower_hook.yaml,run_every_steps,0.995260663507109,"If specified, calls `should_stop_fn` every`run_every_steps` steps. Either this or `run_every_secs` must be set.","If specified, calls should_stop_fn every run_every_steps steps. Either this or run_every_secs must be set."
tf.ragged.map_flat_values.yaml,op,0.9953488372093023,"The operation that should be applied to the RaggedTensor `flat_values`.`op` is typically an element-wise operation (such as math_ops.add), but any operation that preserves the size of the outermost dimension can be used.  I.e., `shape[0]` of the value returned by `op` must match`shape[0]` of the `RaggedTensor`s' `flat_values` tensors.","The operation that should be applied to the RaggedTensor flat_values. op is typically an element-wise operation (such as math_ops.add), but any operation that preserves the size of the outermost dimension can be used. I.e., shape[0] of the value returned by op must match shape[0] of the RaggedTensors' flat_values tensors."
tf.math.argmin.yaml,output_type,0.9925925925925926,"An optional `tf.DType` from: `tf.int32, tf.int64`. Defaults to`tf.int64`.","An optional tf.DType from: tf.int32, tf.int64. Defaults to tf.int64."
tf.math.argmin.yaml,input,0.9917355371900827,"A `Tensor`. Must be one of the following types: `float32`, `float64`,`int32`, `uint8`, `int16`, `int8`, `complex64`, `int64`, `qint8`,`quint8`, `qint32`, `bfloat16`, `uint16`, `complex128`, `half`, `uint32`,`uint64`.","A Tensor. Must be one of the following types: float32, float64, int32, uint8, int16, int8, complex64, int64, qint8, quint8, qint32, bfloat16, uint16, complex128, half, uint32, uint64."
tf.data.experimental.dense_to_ragged_batch.yaml,drop_remainder,0.9974811083123426,"(Optional.) A `tf.bool` scalar `tf.Tensor`, representing whether the last batch should be dropped in the case it has fewer than`batch_size` elements; the default behavior is not to drop the smaller batch.","(Optional.) A tf.bool scalar tf.Tensor, representing whether the last batch should be dropped in the case it has fewer than batch_size elements; the default behavior is not to drop the smaller batch."
tf.data.experimental.dense_to_ragged_batch.yaml,row_splits_dtype,0.996742671009772,The dtype that should be used for the `row_splits` of any new ragged tensors.  Existing `tf.RaggedTensor` elements do not have their row_splits dtype changed.,The dtype that should be used for the row_splits of any new ragged tensors. Existing tf.RaggedTensor elements do not have their row_splits dtype changed.
tf.signal.inverse_stft.yaml,fft_length,0.9925925925925926,"An integer scalar `Tensor`. The size of the FFT that produced`stfts`. If not provided, uses the smallest power of 2 enclosing`frame_length`.","An integer scalar Tensor. The size of the FFT that produced stfts. If not provided, uses the smallest power of 2 enclosing frame_length."
tf.signal.inverse_stft.yaml,stfts,0.9969604863221885,"A `complex64`/`complex128` `[..., frames, fft_unique_bins]``Tensor` of STFT bins representing a batch of `fft_length`-point STFTs where `fft_unique_bins` is `fft_length // 2 + 1`","A complex64/complex128 [..., frames, fft_unique_bins] Tensor of STFT bins representing a batch of fft_length-point STFTs where fft_unique_bins is fft_length // 2 + 1"
tf.keras.utils.get_file.yaml,cache_dir,0.9871794871794872,"Location to store cached files, when None it defaults to the Keras   Directory.","Location to store cached files, when None it defaults to the Keras Directory."
tf.einsum.yaml,equation,0.9927007299270073,"a `str` describing the contraction, in the same format as`numpy.einsum`.","a str describing the contraction, in the same format as numpy.einsum."
tf.einsum.yaml,**kwargs,0.9887640449438202,"- optimize: Optimization strategy to use to find contraction path using opt_einsum. Must be 'greedy', 'optimal', 'branch-2', 'branch-all' or   'auto'. (optional, default: 'greedy'). name: A name for the operation (optional). ","optimize: Optimization strategy to use to find contraction path using opt_einsum. Must be 'greedy', 'optimal', 'branch-2', 'branch-all' or 'auto'. (optional, default: 'greedy'). name: A name for the operation (optional)."
tf.keras.backend.learning_phase_scope.yaml,value,0.9781021897810219,"Learning phase value, either 0 or 1 (integers).    0 = test, 1 = train","Learning phase value, either 0 or 1 (integers). 0 = test, 1 = train"
tf.nest.pack_sequence_as.yaml,expand_composites,0.9957446808510638,"If true, then composite tensors such as `tf.SparseTensor`and `tf.RaggedTensor` are expanded into their component tensors.","If true, then composite tensors such as tf.SparseTensor and tf.RaggedTensor are expanded into their component tensors."
tf.image.random_saturation.yaml,image,0.9666666666666667,RGB image or images. Size of the last dimension must be 3.,RGB image or images. The size of the last dimension must be 3.
tf.image.random_saturation.yaml,lower,0.9904761904761905,float.  Lower bound for the random saturation factor.,float. Lower bound for the random saturation factor.
tf.image.random_saturation.yaml,upper,0.9904761904761905,float.  Upper bound for the random saturation factor.,float. Upper bound for the random saturation factor.
tf.io.decode_raw.yaml,fixed_length,0.9963768115942029,"If set, the first `fixed_length` bytes of each element will be converted. Data will be zero-padded or truncated to the specified length.`fixed_length` must be a multiple of the size of `out_type`.`fixed_length` must be specified if the elements of `input_bytes` are of variable length.","If set, the first fixed_length bytes of each element will be converted. Data will be zero-padded or truncated to the specified length. fixed_length must be a multiple of the size of out_type. fixed_length must be specified if the elements of input_bytes are of variable length."
tf.io.decode_raw.yaml,out_type,0.9951690821256038,"`DType` of the output. Acceptable types are `half`, `float`, `double`,`int32`, `uint16`, `uint8`, `int16`, `int8`, `int64`.","DType of the output. Acceptable types are half, float, double, int32, uint16, uint8, int16, int8, int64."
tf.signal.mfccs_from_log_mel_spectrograms.yaml,log_mel_spectrograms,0.9940828402366864,"A `[..., num_mel_bins]` `float32`/`float64` `Tensor`of log-magnitude mel-scale spectrograms.","A [..., num_mel_bins] float32/float64 Tensor of log-magnitude mel-scale spectrograms."
tf.nn.fractional_avg_pool.yaml,overlapping,0.9235294117647059,"An optional `bool`.  Defaults to `False`.  When set to `True`, it means when pooling, the values at the boundary of adjacent pooling cells are used by both cells. For example:`index  0  1  2  3  4``value  20 5  16 3  7`If the pooling sequence is [0, 2, 4], then 16, at index 2 will be used twice.  The result would be [20, 16] for fractional avg pooling.","An optional bool. Defaults to False. When set to True, it means when pooling, the values at the boundary of adjacent pooling cells are used by both cells. For example: index 0 1 2 3 4 value 20 5 16 3 7 If the pooling sequence is [0, 2, 4], then 16, at index 2 will be used twice. The result would be [20, 16] for fractional avg pooling."
tf.nn.fractional_avg_pool.yaml,seed,0.990228013029316,"An optional `int`.  Defaults to `0`.  If set to be non-zero, the random number generator is seeded by the given seed.  Otherwise it is seeded by a random seed.","An optional int. Defaults to 0. If set to be non-zero, the random number generator is seeded by the given seed. Otherwise it is seeded by a random seed."
tf.nn.fractional_avg_pool.yaml,pooling_ratio,0.9975124378109452,"A list of `floats` that has length >= 4.  Pooling ratio for each dimension of `value`, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions.  1.44 and 1.73 are pooling ratio on height and width dimensions respectively.","A list of floats that has length >= 4. Pooling ratio for each dimension of value, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions. 1.44 and 1.73 are pooling ratio on height and width dimensions respectively."
