,idx,freq,sequence,sentence,api,len,cat,pat
4317,225,8,"['size', 'single']",the target output size (single integer),torch.nn.functional.adaptive_max_pool1d.yaml,2,dtype(int) + ndim,
4318,225,8,"['size', 'single']",the target output size (single integer or triple-integer tuple),torch.nn.functional.adaptive_avg_pool3d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4319,225,8,"['size', 'single']",the target output size (single integer),torch.nn.functional.adaptive_avg_pool1d.yaml,2,dtype(int) + ndim,
4469,244,8,"['floating', 'point']",Only floating point types are supported.,torch.hann_window.yaml,2,can't handle,
4320,225,8,"['size', 'single']",the target output size (single integer or double-integer tuple),torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4321,225,8,"['size', 'single']",size of a single chunk or list of sizes for each chunk,torch.split.yaml,2,doc_dtype,
4472,244,8,"['floating', 'point']",Only floating point types are supported.,torch.hamming_window.yaml,2,can't handle,
4473,244,8,"['floating', 'point']",Only floating point types are supported.,torch.blackman_window.yaml,2,can't handle,
4474,244,8,"['floating', 'point']",Only floating point types are supported.,torch.bartlett_window.yaml,2,can't handle,
5235,361,6,"['inputs', 'tuple']",It should also know how to handle the inputs passed as the tuple.,torch.utils.checkpoint.checkpoint.yaml,2,not useful,
4322,225,8,"['size', 'single']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_max_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4323,225,8,"['size', 'single']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_avg_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4308,224,8,"['target', 'output', 'size']",the target output size (single integer or triple-integer tuple),torch.nn.functional.adaptive_max_pool3d.yaml,3,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4309,224,8,"['target', 'output', 'size']",the target output size (single integer),torch.nn.functional.adaptive_max_pool1d.yaml,3,dtype(int) + ndim,
4310,224,8,"['target', 'output', 'size']",the target output size (single integer or triple-integer tuple),torch.nn.functional.adaptive_avg_pool3d.yaml,3,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4311,224,8,"['target', 'output', 'size']",the target output size (single integer),torch.nn.functional.adaptive_avg_pool1d.yaml,3,dtype(int) + ndim,
4312,224,8,"['target', 'output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,3,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4314,224,8,"['target', 'output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_max_pool2d.yaml,3,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4315,224,8,"['target', 'output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_avg_pool2d.yaml,3,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
4485,246,7,"['output', 'shape']",additional size added to one side of each dimension in the output shape.,torch.nn.functional.conv_transpose2d.yaml,2,not useful,
4388,234,8,"['vector', 'product']",The vector for which the Hessian vector product is computed.,torch.autograd.functional.hvp.yaml,2,ndim=1,
4487,246,7,"['output', 'shape']",additional size added to one side of each dimension in the output shape.,torch.nn.functional.conv_transpose3d.yaml,2,not useful,
4488,246,7,"['output', 'shape']",additional size added to one side of each dimension in the output shape.,torch.nn.functional.conv_transpose1d.yaml,2,not useful,
4389,234,8,"['vector', 'product']",The vector for which the vector Jacobian product is computed.,torch.autograd.functional.vjp.yaml,2,ndim=1,
4390,234,8,"['vector', 'product']",the first vector of the outer product,torch.addr.yaml,2,ndim=1,
4392,234,8,"['vector', 'product']",The vector for which the Jacobian vector product is computed.,torch.autograd.functional.jvp.yaml,2,ndim=1,
4393,234,8,"['vector', 'product']",The vector for which the vector Hessian product is computed.,torch.autograd.functional.vhp.yaml,2,ndim=1,
4394,234,8,"['vector', 'product']","The ""vector"" in the Jacobian-vector product, usually gradients w.r.t. each element of corresponding tensors.",torch.autograd.backward.yaml,2,ndim=1,
4395,234,8,"['vector', 'product']","The ""vector"" in the Jacobian-vector product.",torch.autograd.grad.yaml,2,ndim=1,
4391,234,8,"['vector', 'product']",the second vector of the outer product,torch.addr.yaml,2,tensor_t (tensor),
4300,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.std2.yaml,4,dtype(bool),
4301,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.var_mean.yaml,4,dtype(bool),
4302,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.var.yaml,4,dtype(bool),
2557,70,17,"['true', 'input']","If recompute_scale_factor is ``True` or not specified, a new scale_factor will be computed based on the output and input sizes for use in the interpolation computation (i.e. the computation will be identical to if the computed output_size were passed-in explicitly).",torch.nn.functional.interpolate.yaml,2,not useful,
4303,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.std_mean.yaml,4,dtype(bool),
4304,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.var_mean2.yaml,4,dtype(bool),
4305,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.var2.yaml,4,dtype(bool),
4306,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.std_mean2.yaml,4,dtype(bool),
4307,223,8,"['whether', 'use', 'unbiased', 'estimation']",whether to use the unbiased estimation or not,torch.std.yaml,4,dtype(bool),
4490,247,7,"['*', 'm', 'n']","The input tensor of size (*, m, n) where * is zero or more batch dimensions",torch.pinverse.yaml,3,shape,
4491,247,7,"['*', 'm', 'n']","the input tensor of size (*, m, n) where k <= n <= m.",torch.lobpcg.yaml,3,shape,
5495,409,5,"['tensor', 'used']",It should contain correctly-sized tensors to be used for output of the collective.,torch.distributed.all_gather.yaml,2,not useful,
4492,247,7,"['*', 'm', 'n']","the tensor to factor of size (*, m, n)",torch.lu.yaml,3,shape,
4493,247,7,"['*', 'm', 'n']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of matrices of dimension m times n .",torch.qr.yaml,3,shape,
4495,247,7,"['*', 'm', 'n']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of m times n matrices.",torch.svd.yaml,3,shape,
4496,247,7,"['*', 'm', 'n']","the input tensor of size (*, m, n)",torch.pca_lowrank.yaml,3,shape,
4763,286,7,"['batch', 'element']",list of sequences lengths of each batch element.,torch.nn.utils.rnn.pack_padded_sequence.yaml,2,list,
4513,250,7,"['value', 'SOME_VALUE']",Default value equals 30 minutes.,torch.distributed.init_process_group.yaml,2,can't handle,
4514,250,7,"['value', 'SOME_VALUE']",Default value equals 30 minutes.,torch.distributed.new_group.yaml,2,can't handle,
4868,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return normalized results.,torch.irfft.yaml,4,dtype(bool),
4869,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return normalized results.,torch.fft.yaml,4,dtype(bool),
5634,436,5,"['number', 'classes']",Must be a vector with length equal to the number of classes.,torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not general,
3870,173,9,"['dimension', 'dimensions']","The indices are the coordinates of the non-zero values in the matrix, and thus should be two-dimensional where the first dimension is the number of tensor dimensions and the second dimension is the number of non-zero values.",torch.sparse_coo_tensor.yaml,2,not useful,
4519,251,7,"['value', 'input']",Specifies a target value that is ignored and does not contribute to the input gradient.,torch.nn.functional.nll_loss.yaml,2,not useful,
1730,32,28,"['tensor', 'shape']","Non-empty tensors provided must have the same shape, except in the cat dimension.",torch.cat.yaml,2,can't handle,
4870,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return normalized results.,torch.ifft.yaml,4,dtype(bool),
4871,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return the normalized STFT results Default: `False`,torch.stft.yaml,4,dtype(bool),
4523,251,7,"['value', 'input']",Specifies a target value that is ignored and does not contribute to the input gradient.,torch.nn.functional.cross_entropy.yaml,2,not useful,
4872,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return half of results to avoid redundancy Default: `True`,torch.stft.yaml,4,dtype(bool),
4525,252,7,"['elements', 'output']",`'none'`: no reduction will be applied `'batchmean'`: the sum of the output will be divided by the batchsize `'sum'`: the output will be summed `'mean'`: the output will be divided by the number of elements in the output Default: `'mean'`,torch.nn.functional.kl_div.yaml,2,not useful,
4526,252,7,"['elements', 'output']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
4873,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return normalized results.,torch.rfft.yaml,4,dtype(bool),
4528,252,7,"['elements', 'output']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.nll_loss.yaml,2,not useful,
4529,252,7,"['elements', 'output']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.cross_entropy.yaml,2,not useful,
4530,252,7,"['elements', 'output']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
4531,252,7,"['elements', 'output']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
3743,160,10,"['tensor', 'must']","Non-empty tensors provided must have the same shape, except in the cat dimension.",torch.cat.yaml,2,can't handle,
4533,253,7,"['default', 'dtype']","Default: if `None`, defaults to the dtype of `input`.",torch.ones_like.yaml,2,not useful,
4534,253,7,"['default', 'dtype']","Default: if `None`, defaults to the dtype of `input`.",torch.empty_like.yaml,2,not useful,
4535,253,7,"['default', 'dtype']",Default: dtype of `input`.,torch.sparse.sum.yaml,2,not useful,
4536,253,7,"['default', 'dtype']","Default: if `None`, defaults to the dtype of `input`.",torch.zeros_like.yaml,2,not useful,
4537,253,7,"['default', 'dtype']","Default: if `None`, defaults to the dtype of `input`.",torch.randn_like.yaml,2,not useful,
4538,253,7,"['default', 'dtype']","Default: if `None`, defaults to the dtype of `input`.",torch.rand_like.yaml,2,not useful,
4874,301,7,"['controls', 'whether', 'return', 'results']",controls whether to return half of results to avoid redundancy.,torch.rfft.yaml,4,dtype(bool),
4540,254,7,"['default', 'mean']",`'none'`: no reduction will be applied `'batchmean'`: the sum of the output will be divided by the batchsize `'sum'`: the output will be summed `'mean'`: the output will be divided by the number of elements in the output Default: `'mean'`,torch.nn.functional.kl_div.yaml,2,not useful,
4541,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
4542,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.nll_loss.yaml,2,not useful,
4543,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.cross_entropy.yaml,2,not useful,
4544,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
4545,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
4546,255,7,"['input', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.hvp.yaml,2,not useful,
4547,255,7,"['input', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.jvp.yaml,2,not useful,
4777,288,7,"['corner', 'pixels']","If set to `True`, the extrema (`-1` and `1`) are considered as referring to the center points of the input's corner pixels.",torch.nn.functional.grid_sample.yaml,2,not useful,
4549,255,7,"['input', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vhp.yaml,2,not useful,
4778,288,7,"['corner', 'pixels']","If set to `False`, they are instead considered as referring to the corner points of the input's corner pixels, making the sampling more resolution agnostic.",torch.nn.functional.grid_sample.yaml,2,not useful,
4779,288,7,"['corner', 'pixels']","if `True`, consider `-1` and `1` to refer to the centers of the corner pixels rather than the image corners.",torch.nn.functional.affine_grid.yaml,2,not useful,if `true/false`
4780,288,7,"['corner', 'pixels']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4553,256,7,"['input', 'points']","Geometrically, we consider the pixels of the input as squares rather than points.",torch.nn.functional.grid_sample.yaml,2,not useful,
4554,256,7,"['input', 'points']","Geometrically, we consider the pixels of the input and output as squares rather than points.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4781,288,7,"['corner', 'pixels']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4782,288,7,"['corner', 'pixels']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.functional.interpolate.yaml,2,not useful,
4557,256,7,"['input', 'points']","Geometrically, we consider the pixels of the input and output as squares rather than points.",torch.nn.functional.interpolate.yaml,2,not useful,
4783,288,7,"['corner', 'pixels']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,not useful,
4539,254,7,"['default', 'mean']",Default: `'mean'`,torch.nn.functional.ctc_loss.yaml,2,not useful,
3922,179,9,"['tensor', 'values']","The indices are the coordinates of the non-zero values in the matrix, and thus should be two-dimensional where the first dimension is the number of tensor dimensions and the second dimension is the number of non-zero values.",torch.sparse_coo_tensor.yaml,2,not useful,
4828,295,7,"['destination', 'rank']","List of appropriately-sized tensors to use for gathered data (default is None, must be specified on the destination rank)",torch.distributed.gather.yaml,2,list,
4826,295,7,"['destination', 'rank']",Destination rank.,torch.distributed.isend.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
4827,295,7,"['destination', 'rank']",Destination rank (default is 0),torch.distributed.gather.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
5043,329,6,"['tensor', 'dimension']","Non-empty tensors provided must have the same shape, except in the cat dimension.",torch.cat.yaml,2,can't handle,
4829,295,7,"['destination', 'rank']",Destination rank,torch.distributed.reduce.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
4830,295,7,"['destination', 'rank']",Destination rank.,torch.distributed.send.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
4567,258,7,"['tensor', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.hvp.yaml,2,not useful,
4568,258,7,"['tensor', 'SOME_VALUE']",This argument is optional when `func`'s output contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vjp.yaml,2,not useful,
4569,258,7,"['tensor', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.jvp.yaml,2,not useful,
4831,295,7,"['destination', 'rank']",Destination rank,torch.distributed.reduce_multigpu.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
4571,258,7,"['tensor', 'SOME_VALUE']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vhp.yaml,2,not useful,
4832,295,7,"['destination', 'rank']",Destination tensor rank within `tensor_list`,torch.distributed.reduce_multigpu.yaml,2,"dtype(int)+range(0,inf)",(sorce|destination) (tenosr)* rank
4527,252,7,"['elements', 'output']",Whether to sort the unique elements in ascending order before returning as output.,torch.unique.yaml,2,dtype(bool),
4635,267,7,"['false', 'loss']","if `True` the loss is computed as exp(input) - target * input , if `False` then loss is input - target * log(input+eps) .",torch.nn.functional.poisson_nll_loss.yaml,2,dtype(bool),
4637,268,7,"['first', 'input']",the first input tensor,torch.bitwise_xor.yaml,2,not useful,the (fist/second) input/output tensor
4638,268,7,"['first', 'input']",the first input tensor,torch.add.yaml,2,not useful,the (fist/second) input/output tensor
4640,268,7,"['first', 'input']",the first input tensor,torch.bitwise_and.yaml,2,not useful,the (fist/second) input/output tensor
1938,41,23,"['none', 'tensor']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.backward.yaml,2,not useful,
1944,41,23,"['none', 'tensor']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.grad.yaml,2,not useful,
4641,268,7,"['first', 'input']",the first input tensor,torch.atan2.yaml,2,not useful,the (fist/second) input/output tensor
4642,268,7,"['first', 'input']",the first input tensor,torch.bitwise_or.yaml,2,not useful,the (fist/second) input/output tensor
4646,269,7,"['first', 'multiplied']",the first matrix to be multiplied,torch.addmm.yaml,2,not useful,
4650,269,7,"['first', 'multiplied']",the first matrix to be multiplied,torch.mm.yaml,2,not useful,
4648,269,7,"['first', 'multiplied']",the first sparse matrix to be multiplied,torch.sparse.mm.yaml,2,not useful,
4644,269,7,"['first', 'multiplied']",the first batch of matrices to be multiplied,torch.baddbmm.yaml,2,not useful,
4645,269,7,"['first', 'multiplied']",the first batch of matrices to be multiplied,torch.addbmm.yaml,2,not useful,
4649,269,7,"['first', 'multiplied']",the first batch of matrices to be multiplied,torch.bmm.yaml,2,not useful,
4647,269,7,"['first', 'multiplied']",the first tensor to be multiplied,torch.matmul.yaml,2,not useful,
4561,257,7,"['input', 'input']","if True, gradcheck allows for SparseTensor input, and for any SparseTensor at input, gradcheck will perform check at nnz positions only.",torch.autograd.gradcheck.yaml,2,not useful,
4562,257,7,"['input', 'input']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4563,257,7,"['input', 'input']","if `True` the loss is computed as exp(input) - target * input , if `False` then loss is input - target * log(input+eps) .",torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
4565,257,7,"['input', 'input']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,not useful,
3086,105,14,"['specified', 'tensor']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.backward.yaml,2,not useful,
3088,105,14,"['specified', 'tensor']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.grad.yaml,2,not useful,
4595,262,7,"['size', 'tensor']",the size of `input` will determine size of the output tensor.,torch.ones_like.yaml,2,not useful,
4596,262,7,"['size', 'tensor']",the size of `input` will determine size of the output tensor.,torch.empty_like.yaml,2,not useful,
4597,262,7,"['size', 'tensor']",the size of `input` will determine size of the output tensor.,torch.zeros_like.yaml,2,not useful,
4598,262,7,"['size', 'tensor']",the size of `input` will determine size of the output tensor.,torch.randn_like.yaml,2,not useful,
4566,257,7,"['input', 'input']","if True, center the input tensor, otherwise, assume that the input is centered.",torch.pca_lowrank.yaml,2,not useful,
4555,256,7,"['input', 'points']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4601,262,7,"['size', 'tensor']",the size of `input` will determine size of the output tensor.,torch.rand_like.yaml,2,not useful,
4556,256,7,"['input', 'points']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,not useful,
4603,263,7,"['single', 'element']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.hvp.yaml,2,not useful,
4604,263,7,"['single', 'element']",This argument is optional when `func`'s output contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vjp.yaml,2,not useful,
4605,263,7,"['single', 'element']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.jvp.yaml,2,not useful,
4558,256,7,"['input', 'points']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.functional.interpolate.yaml,2,not useful,
4607,263,7,"['single', 'element']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vhp.yaml,2,not useful,
4559,256,7,"['input', 'points']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,not useful,
4609,264,7,"['single', 'tensor']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.hvp.yaml,2,not useful,
4610,264,7,"['single', 'tensor']",This argument is optional when `func`'s output contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vjp.yaml,2,not useful,
4611,264,7,"['single', 'tensor']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.jvp.yaml,2,not useful,
4548,255,7,"['input', 'SOME_VALUE']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.irfft.yaml,2,not useful,
4550,255,7,"['input', 'SOME_VALUE']",input batch of affine matrices with shape (N times 2 times 3 ) for 2D or (N times 3 times 4 ) for 3D,torch.nn.functional.affine_grid.yaml,2,not useful,
4614,264,7,"['single', 'tensor']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vhp.yaml,2,not useful,
5577,425,5,"['none', 'specified']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.backward.yaml,2,not useful,
4551,255,7,"['input', 'SOME_VALUE']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.fft.yaml,2,not useful,
4552,255,7,"['input', 'SOME_VALUE']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.ifft.yaml,2,not useful,
5578,425,5,"['none', 'specified']",None values can be specified for scalar Tensors or ones that don't require grad.,torch.autograd.grad.yaml,2,not useful,
4770,287,7,"['matrix', 'dimensions']","the input triangular coefficient matrix of size (*, m, m) where * is zero or more batch dimensions",torch.triangular_solve.yaml,2,shape,
4771,287,7,"['matrix', 'dimensions']","input matrix b of size (*, m, k) , where * is zero or more batch dimensions",torch.cholesky_solve.yaml,2,shape,
4772,287,7,"['matrix', 'dimensions']","input matrix u of size (*, m, m) , where * is zero of more batch dimensions composed of upper or lower triangular Cholesky factor",torch.cholesky_solve.yaml,2,shape,
5310,374,6,"['rng', 'state']",Omit stashing and restoring the RNG state during each checkpoint.,torch.utils.checkpoint.checkpoint_sequential.yaml,2,not useful,
4623,266,7,"['false', 'losses']",Default: `False` Infinite losses mainly occur when the inputs are too short to be aligned to the targets.,torch.nn.functional.ctc_loss.yaml,2,not useful,
4624,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.kl_div.yaml,2,not useful,
4625,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
4626,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.nll_loss.yaml,2,not useful,
4627,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.cross_entropy.yaml,2,not useful,
4628,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
4629,266,7,"['false', 'losses']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
4630,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.kl_div.yaml,2,not useful,
4631,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
4632,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.nll_loss.yaml,2,not useful,
4633,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.cross_entropy.yaml,2,not useful,
4634,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
4774,287,7,"['matrix', 'dimensions']","input square matrix of size (*, m, m) , where * is zero or more batch dimensions.",torch.solve.yaml,2,shape,
4636,267,7,"['false', 'loss']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
4775,287,7,"['matrix', 'dimensions']","input matrix B of size (*, m, k) , where * is zero or more batch dimensions.",torch.solve.yaml,2,shape,
4798,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.l1_unstructured.yaml,4,dtype(module),
5313,374,6,"['rng', 'state']",Omit stashing and restoring the RNG state during each checkpoint.,torch.utils.checkpoint.checkpoint.yaml,2,not useful,
4799,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.random_unstructured.yaml,4,dtype(module),
4800,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.ln_structured.yaml,4,dtype(module),
4801,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.random_structured.yaml,4,dtype(module),
4802,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.remove.yaml,4,dtype(module),
4803,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune,torch.nn.utils.prune.custom_from_mask.yaml,4,dtype(module),
4804,291,7,"['module', 'containing', 'tensor', 'prune']",module containing the tensor to prune.,torch.nn.utils.prune.identity.yaml,4,dtype(module),
4041,192,9,"['first', 'tensor']","The indices are the coordinates of the non-zero values in the matrix, and thus should be two-dimensional where the first dimension is the number of tensor dimensions and the second dimension is the number of non-zero values.",torch.sparse_coo_tensor.yaml,2,not useful,
4759,285,7,"['n', 'k']","(N, C) where C = number of classes or (N, C, H, W) in case of 2D Loss, or (N, C, d_1, d_2, ..., d_K) where K >= 1 in the case of K-dimensional loss.",torch.nn.functional.nll_loss.yaml,2,not useful,
4085,197,9,"['number', 'dimensions']","The indices are the coordinates of the non-zero values in the matrix, and thus should be two-dimensional where the first dimension is the number of tensor dimensions and the second dimension is the number of non-zero values.",torch.sparse_coo_tensor.yaml,2,not useful,
4761,285,7,"['n', 'k']","(N, C) where C = number of classes or (N, C, H, W) in case of 2D Loss, or (N, C, d_1, d_2, ..., d_K) where K >= 1 in the case of K-dimensional loss.",torch.nn.functional.cross_entropy.yaml,2,not useful,
4776,287,7,"['matrix', 'dimensions']","The indices are the coordinates of the non-zero values in the matrix, and thus should be two-dimensional where the first dimension is the number of tensor dimensions and the second dimension is the number of non-zero values.",torch.sparse_coo_tensor.yaml,2,not useful,
