,API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
319,tf.random.normal,mean,"A Tensor or Python value of type `dtype`, broadcastable with `stddev`. The mean of the normal distribution.",A D_STRUCTURE or Python value of type PARAM broadcastable with PARAM,PARAM,D_STRUCTURE,,,,,
320,tf.random.normal,mean,"A Tensor or Python value of type `dtype`, broadcastable with `stddev`. The mean of the normal distribution.",The mean of the normal distribution,,,,,,,
321,tf.io.encode_proto,message_type,A `string`. Name of the proto message type to decode.,A D_TYPE,D_TYPE,,,,0,,
322,tf.io.encode_proto,message_type,A `string`. Name of the proto message type to decode.,PARAM of the proto message type to decode,string,,,,,,
323,tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient,min,A `Tensor` of type `float32`.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
324,tf.keras.backend.clip,min_value,"Python float, integer, or tensor.",Python D_TYPE or D_STRUCTURE,D_TYPE,D_STRUCTURE,,,,,
325,tf.random.stateless_uniform,minval,A 0-D Tensor or Python value of type `dtype`. The lower bound on the range of random values to generate.  Defaults to 0.,A CONSTANT_NUM D D_STRUCTURE or Python value of type PARAM,PARAM,D_STRUCTURE,,,CONSTANT_NUM,,
326,tf.random.stateless_uniform,minval,A 0-D Tensor or Python value of type `dtype`. The lower bound on the range of random values to generate.  Defaults to 0.,Defaults to CONSTANT_NUM,,,,,,,
327,tf.random.stateless_uniform,minval,A 0-D Tensor or Python value of type `dtype`. The lower bound on the range of random values to generate.  Defaults to 0.,The lower bound on the range of random values to generate,,,,,,,
328,tf.debugging.Assert,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
329,tf.debugging.assert_greater,name,"A name for this operation (optional).  Defaults to ""assert_greater"".",A name for this operation BSTR,string,,,,0,,
330,tf.debugging.assert_greater,name,"A name for this operation (optional).  Defaults to ""assert_greater"".",Defaults to QSTR,,,,,,,
331,tf.debugging.assert_shapes,name,"A name for this operation (optional).  Defaults to ""assert_shapes"".",A name for this operation BSTR,string,,,,0,,
332,tf.debugging.assert_shapes,name,"A name for this operation (optional).  Defaults to ""assert_shapes"".",Defaults to QSTR,,,,,,,
333,tf.debugging.check_numerics,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
334,tf.dynamic_partition,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
335,tf.expand_dims,name,Optional string. The name of the output `Tensor`.,Optional D_TYPE,D_TYPE,,,,,,
336,tf.expand_dims,name,Optional string. The name of the output `Tensor`.,The name of the output D_STRUCTURE,string,,,,0,,
337,tf.histogram_fixed_width_bins,name,A name for this operation (defaults to 'histogram_fixed_width').,A name for this operation defaults to QSTR,string,,,,0,,
338,tf.image.combined_non_max_suppression,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
339,tf.image.draw_bounding_boxes,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
340,tf.image.hsv_to_rgb,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
341,tf.image.random_crop,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
342,tf.io.decode_image,name,A name for the operation (optional),A name for the operation BSTR,string,,,,0,,
343,tf.io.encode_proto,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
344,tf.io.parse_single_example,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
345,tf.io.read_file,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
346,tf.keras.experimental.SequenceFeatures,name,Name to give to the SequenceFeatures.,name to give to the SequenceFeatures,string,,,,0,,
347,tf.keras.Input,name,An optional name string for the layer. Should be unique in a model (do not reuse the same name twice). It will be autogenerated if it isn't provided.,An optional name D_TYPE for the layer,D_TYPE,,,,0,,
348,tf.keras.Input,name,An optional name string for the layer. Should be unique in a model (do not reuse the same name twice). It will be autogenerated if it isn't provided.,It will be autogenerated if it isn t provided,,,,,,,
349,tf.keras.Input,name,An optional name string for the layer. Should be unique in a model (do not reuse the same name twice). It will be autogenerated if it isn't provided.,Should be unique in a model BSTR,,,,,,,
350,tf.linalg.cholesky,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
351,tf.linalg.logm,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
352,tf.linalg.lu_reconstruct,name,"Python `str` name given to ops managed by this object. Default value: `None` (i.e., 'lu_reconstruct').",Default value QSTR i e QSTR,,,,,,,
353,tf.linalg.lu_reconstruct,name,"Python `str` name given to ops managed by this object. Default value: `None` (i.e., 'lu_reconstruct').",Python D_TYPE name given to ops managed by this object,D_TYPE,,,,,,
354,tf.linalg.matrix_transpose,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
355,tf.linalg.pinv,name,Python `str` prefixed to ops created by this function. Default value: 'pinv'.,Default value QSTR,,,,,,,
356,tf.linalg.pinv,name,Python `str` prefixed to ops created by this function. Default value: 'pinv'.,Python D_TYPE prefixed to ops created by this function,D_TYPE,,,,,,
357,tf.linalg.set_diag,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
358,tf.linalg.solve,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
359,tf.linalg.tensor_diag,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
360,tf.linspace,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
361,tf.math.add_n,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
362,tf.math.cumprod,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
363,tf.math.is_non_decreasing,name,"A name for this operation (optional).  Defaults to ""is_non_decreasing""",A name for this operation BSTR,string,,,,0,,
364,tf.math.is_non_decreasing,name,"A name for this operation (optional).  Defaults to ""is_non_decreasing""",Defaults to QSTR,,,,,,,
365,tf.math.l2_normalize,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
366,tf.math.not_equal,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
367,tf.math.reciprocal,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
368,tf.math.reduce_logsumexp,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
369,tf.math.segment_min,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
370,tf.math.sigmoid,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
371,tf.math.sqrt,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
372,tf.math.zero_fraction,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
373,tf.nn.atrous_conv2d_transpose,name,Optional name for the returned tensor.,Optional name for the returned D_STRUCTURE,string,,,,0,,
374,tf.nn.avg_pool,name,Optional name for the operation.,Optional name for the operation,string,,,,0,,
375,tf.nn.avg_pool2d,name,Optional name for the operation.,Optional name for the operation,string,,,,0,,
376,tf.nn.avg_pool3d,name,Optional name for the operation.,Optional name for the operation,string,,,,0,,
377,tf.nn.max_pool_with_argmax,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
378,tf.nn.normalize_moments,name,Name used to scope the operations that compute the moments.,name used to scope the operations that compute the moments,string,,,,,,
379,tf.no_op,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
380,tf.reduce_all,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
381,tf.scatter_nd,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
382,tf.shape,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
383,tf.space_to_batch,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
384,tf.sparse.cross,name,Optional name for the op.,Optional name for the op,string,,,,0,,
385,tf.sparse.slice,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
386,tf.strings.ngrams,name,The op name.,The op name,string,,,,0,,
387,tf.strings.split,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
388,tf.strings.unicode_transcode,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
389,tf.summary.create_file_writer,name,a name for the op that creates the writer.,a name for the op that creates the writer,string,,,,0,,
390,tf.zeros,name,Optional string. A name for the operation.,A name for the operation,string,,,,0,,
391,tf.zeros,name,Optional string. A name for the operation.,Optional D_TYPE,D_TYPE,,,,,,
392,tf.keras.layers.experimental.preprocessing.TextVectorization,ngrams,"Optional specification for ngrams to create from the possibly-split input text. Values can be None, an integer or tuple of integers; passing an integer will create ngrams up to that integer, and passing a tuple of integers will create ngrams for the specified values in the tuple. Passing None means that no ngrams will be created.",Optional specification for ngrams to create from the possibly PARAM input text,,,,,,,
393,tf.keras.layers.experimental.preprocessing.TextVectorization,ngrams,"Optional specification for ngrams to create from the possibly-split input text. Values can be None, an integer or tuple of integers; passing an integer will create ngrams up to that integer, and passing a tuple of integers will create ngrams for the specified values in the tuple. Passing None means that no ngrams will be created.",Passing None means that no ngrams will be created,,,,,,,
394,tf.keras.layers.experimental.preprocessing.TextVectorization,ngrams,"Optional specification for ngrams to create from the possibly-split input text. Values can be None, an integer or tuple of integers; passing an integer will create ngrams up to that integer, and passing a tuple of integers will create ngrams for the specified values in the tuple. Passing None means that no ngrams will be created.",Values can be None an D_TYPE or D_STRUCTURE of D_TYPE passing an D_TYPE will create ngrams up to that D_TYPE and passing a D_STRUCTURE of D_TYPE will create ngrams for the specified values in the D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
395,tf.feature_column.numeric_column,normalizer_fn,"If not `None`, a function that can be used to normalize the value of the tensor after `default_value` is applied for parsing. Normalizer function takes the input `Tensor` as its argument, and returns the output `Tensor`. (e.g. lambda x: (x - 3.0) / 4.2). Please note that even though the most common use case of this function is normalization, it can be used for any kind of Tensorflow transformations.",e g,,,,,,,
396,tf.feature_column.numeric_column,normalizer_fn,"If not `None`, a function that can be used to normalize the value of the tensor after `default_value` is applied for parsing. Normalizer function takes the input `Tensor` as its argument, and returns the output `Tensor`. (e.g. lambda x: (x - 3.0) / 4.2). Please note that even though the most common use case of this function is normalization, it can be used for any kind of Tensorflow transformations.",If not QSTR a function that can be used to normalize the value of the D_STRUCTURE after PARAM is applied for parsing,,,,,,,
397,tf.feature_column.numeric_column,normalizer_fn,"If not `None`, a function that can be used to normalize the value of the tensor after `default_value` is applied for parsing. Normalizer function takes the input `Tensor` as its argument, and returns the output `Tensor`. (e.g. lambda x: (x - 3.0) / 4.2). Please note that even though the most common use case of this function is normalization, it can be used for any kind of Tensorflow transformations.",lambda x BSTR,,,,,,,
398,tf.feature_column.numeric_column,normalizer_fn,"If not `None`, a function that can be used to normalize the value of the tensor after `default_value` is applied for parsing. Normalizer function takes the input `Tensor` as its argument, and returns the output `Tensor`. (e.g. lambda x: (x - 3.0) / 4.2). Please note that even though the most common use case of this function is normalization, it can be used for any kind of Tensorflow transformations.",Normalizer function takes the input D_STRUCTURE as its argument and returns the output D_STRUCTURE,,,,,,,
399,tf.feature_column.numeric_column,normalizer_fn,"If not `None`, a function that can be used to normalize the value of the tensor after `default_value` is applied for parsing. Normalizer function takes the input `Tensor` as its argument, and returns the output `Tensor`. (e.g. lambda x: (x - 3.0) / 4.2). Please note that even though the most common use case of this function is normalization, it can be used for any kind of Tensorflow transformations.",Please note that even though the most common use case of this function is normalization it can be used for any kind of Tensorflow transformations,,,,,,,
400,tf.sparse.eye,num_columns,Optional non-negative integer or `int32` scalar `tensor` giving the number of columns in the resulting matrix. Defaults to `num_rows`.,Defaults to PARAM,,,,,,,
401,tf.sparse.eye,num_columns,Optional non-negative integer or `int32` scalar `tensor` giving the number of columns in the resulting matrix. Defaults to `num_rows`.,Optional non negative D_TYPE scalar D_STRUCTURE giving the number of columns in the resulting matrix,D_TYPE,D_STRUCTURE,,,0,"[0,inf)",
402,tf.feature_column.categorical_column_with_vocabulary_list,num_oov_buckets,"Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range`[len(vocabulary_list), len(vocabulary_list)+num_oov_buckets)` based on a hash of the input value. A positive `num_oov_buckets` can not be specified with `default_value`.",A positive num_oov_buckets can not be specified with PARAM,,,,,,,
403,tf.feature_column.categorical_column_with_vocabulary_list,num_oov_buckets,"Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range`[len(vocabulary_list), len(vocabulary_list)+num_oov_buckets)` based on a hash of the input value. A positive `num_oov_buckets` can not be specified with `default_value`.",All out of vocabulary inputs will be assigned IDs in the range BSTR based on a hash of the input value,,,,,,,
404,tf.feature_column.categorical_column_with_vocabulary_list,num_oov_buckets,"Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range`[len(vocabulary_list), len(vocabulary_list)+num_oov_buckets)` based on a hash of the input value. A positive `num_oov_buckets` can not be specified with `default_value`.",Non negative D_TYPE the number of out of vocabulary buckets,D_TYPE,,,,0,"[0,inf)",
405,tf.random.fixed_unigram_candidate_sampler,num_sampled,An `int`.  The number of classes to randomly sample.,An D_TYPE,D_TYPE,,,,0,,
406,tf.random.fixed_unigram_candidate_sampler,num_sampled,An `int`.  The number of classes to randomly sample.,The number of classes to randomly sample,int,,,,0,"[0,inf)",
407,tf.math.unsorted_segment_min,num_segments,"A `Tensor`. Must be one of the following types: `int32`, `int64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
408,tf.math.unsorted_segment_min,num_segments,"A `Tensor`. Must be one of the following types: `int32`, `int64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
409,tf.sparse.segment_mean,num_segments,An optional int32 scalar. Indicates the size of the output`Tensor`.,An optional D_TYPE scalar,D_TYPE,,,,0,,
410,tf.sparse.segment_mean,num_segments,An optional int32 scalar. Indicates the size of the output`Tensor`.,Indicates the size of the outputD_STRUCTURE,numeric,,,,,"[0,inf)",
411,tf.config.threading.set_inter_op_parallelism_threads,num_threads,Number of parallel threads,Number of parallel threads,int,,,,0,"[0,inf)",
412,tf.test.create_local_cluster,num_workers,Number of worker servers to start.,Number of worker servers to start,int,,,,0,"[0,inf)",
413,tf.image.extract_glimpse,offsets,"A `Tensor` of type `float32`. A 2-D integer tensor of shape`[batch_size, 2]` containing the y, x locations of the center of each window.",A CONSTANT_NUM D D_TYPE D_STRUCTURE of shape BSTR containing the y x locations of the center of each window,D_TYPE,D_STRUCTURE,,BSTR,CONSTANT_NUM,,
414,tf.image.extract_glimpse,offsets,"A `Tensor` of type `float32`. A 2-D integer tensor of shape`[batch_size, 2]` containing the y, x locations of the center of each window.",A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
415,tf.keras.datasets.imdb.load_data,oov_char,words that were cut out because of the `num_words`or `skip_top` limit will be replaced with this character.,words that were cut out because of the PARAMor PARAM limit will be replaced with this character,,,,,,,
416,tf.debugging.experimental.enable_dump_debug_info,op_regex,"Dump data from only the tensors from op types that matches to the regular expression (through Python's `re.match()`). ""Op type"" refers to the names of the TensorFlow operations (e.g., ""MatMul"", ""LogSoftmax""), which may repeat in a TensorFlow function. It does not refer to the names of nodes (e.g., ""dense/MatMul"", ""dense_1/MatMul_1"") which are unique within a function.<ul><li>Example 1: Dump tensor data from only MatMul and Relu ops`op_regex=""^(MatMul|Relu)$""`.",Dump data from only the D_STRUCTURE from op types that matches to the regular expression through Python re match,,,,,,,
417,tf.debugging.experimental.enable_dump_debug_info,op_regex,"Dump data from only the tensors from op types that matches to the regular expression (through Python's `re.match()`). ""Op type"" refers to the names of the TensorFlow operations (e.g., ""MatMul"", ""LogSoftmax""), which may repeat in a TensorFlow function. It does not refer to the names of nodes (e.g., ""dense/MatMul"", ""dense_1/MatMul_1"") which are unique within a function.<ul><li>Example 1: Dump tensor data from only MatMul and Relu ops`op_regex=""^(MatMul|Relu)$""`.",It does not refer to the names of nodes e g dense MatMul dense_1 MatMul_1 which are unique within a function REXPR REXPR REXPR CONSTANT_NUM Dump D_STRUCTURE data from only MatMul and Relu ops op_regex MatMul Relu,,,,,,,
418,tf.debugging.experimental.enable_dump_debug_info,op_regex,"Dump data from only the tensors from op types that matches to the regular expression (through Python's `re.match()`). ""Op type"" refers to the names of the TensorFlow operations (e.g., ""MatMul"", ""LogSoftmax""), which may repeat in a TensorFlow function. It does not refer to the names of nodes (e.g., ""dense/MatMul"", ""dense_1/MatMul_1"") which are unique within a function.<ul><li>Example 1: Dump tensor data from only MatMul and Relu ops`op_regex=""^(MatMul|Relu)$""`.",QSTR refers to the names of the TensorFlow operations e g QSTR which may repeat in a TensorFlow function,,,,,,,
419,tf.norm,ord,"Order of the norm. Supported values are `'fro'`, `'euclidean'`,`1`, `2`, `np.inf` and any positive real number yielding the corresponding p-norm. Default is `'euclidean'` which is equivalent to Frobenius norm if`tensor` is a matrix and equivalent to 2-norm for vectors. Some restrictions apply: a) The Frobenius norm `'fro'` is not defined for vectors, b) If axis is a 2-tuple (matrix norm), only `'euclidean'`, '`fro'`, `1`,    `2`, `np.inf` are supported. See the description of `axis` on how to compute norms for a batch of vectors or matrices stored in a tensor.",Default is QSTR which is equivalent to Frobenius norm ifD_STRUCTURE is a matrix and equivalent to CONSTANT_NUM norm for vectors,,,,,,,
420,tf.norm,ord,"Order of the norm. Supported values are `'fro'`, `'euclidean'`,`1`, `2`, `np.inf` and any positive real number yielding the corresponding p-norm. Default is `'euclidean'` which is equivalent to Frobenius norm if`tensor` is a matrix and equivalent to 2-norm for vectors. Some restrictions apply: a) The Frobenius norm `'fro'` is not defined for vectors, b) If axis is a 2-tuple (matrix norm), only `'euclidean'`, '`fro'`, `1`,    `2`, `np.inf` are supported. See the description of `axis` on how to compute norms for a batch of vectors or matrices stored in a tensor.",Order of the norm,,,,,,,
421,tf.norm,ord,"Order of the norm. Supported values are `'fro'`, `'euclidean'`,`1`, `2`, `np.inf` and any positive real number yielding the corresponding p-norm. Default is `'euclidean'` which is equivalent to Frobenius norm if`tensor` is a matrix and equivalent to 2-norm for vectors. Some restrictions apply: a) The Frobenius norm `'fro'` is not defined for vectors, b) If axis is a 2-tuple (matrix norm), only `'euclidean'`, '`fro'`, `1`,    `2`, `np.inf` are supported. See the description of `axis` on how to compute norms for a batch of vectors or matrices stored in a tensor.",See the description of PARAM on how to compute norms for a batch of vectors or matrices stored in a D_STRUCTURE,,,,,,,
422,tf.norm,ord,"Order of the norm. Supported values are `'fro'`, `'euclidean'`,`1`, `2`, `np.inf` and any positive real number yielding the corresponding p-norm. Default is `'euclidean'` which is equivalent to Frobenius norm if`tensor` is a matrix and equivalent to 2-norm for vectors. Some restrictions apply: a) The Frobenius norm `'fro'` is not defined for vectors, b) If axis is a 2-tuple (matrix norm), only `'euclidean'`, '`fro'`, `1`,    `2`, `np.inf` are supported. See the description of `axis` on how to compute norms for a batch of vectors or matrices stored in a tensor.",Some restrictions apply a The Frobenius norm QSTR is not defined for vectors b If PARAM is a CONSTANT_NUM D_STRUCTURE BSTR only QSTR CONSTANT_NUM np inf are supported,,,,,,,
423,tf.norm,ord,"Order of the norm. Supported values are `'fro'`, `'euclidean'`,`1`, `2`, `np.inf` and any positive real number yielding the corresponding p-norm. Default is `'euclidean'` which is equivalent to Frobenius norm if`tensor` is a matrix and equivalent to 2-norm for vectors. Some restrictions apply: a) The Frobenius norm `'fro'` is not defined for vectors, b) If axis is a 2-tuple (matrix norm), only `'euclidean'`, '`fro'`, `1`,    `2`, `np.inf` are supported. See the description of `axis` on how to compute norms for a batch of vectors or matrices stored in a tensor.",Supported values are QSTR CONSTANT_NUM np inf and any positive real number yielding the corresponding p norm,,,,,,,QSTR;CONSTANT_NUM
424,tf.shape_n,out_type,The specified output type of the operation (`int32` or `int64`). Defaults to `tf.int32`(optional).,Defaults to D_TYPE BSTR,,,,,,,
425,tf.shape_n,out_type,The specified output type of the operation (`int32` or `int64`). Defaults to `tf.int32`(optional).,The specified output type of the operation BSTR,dtype,,,,,,BSTR
426,tf.keras.backend.conv2d_transpose,output_shape,1D int tensor for the output shape.,CONSTANT_NUM D D_TYPE D_STRUCTURE for the output shape,,D_STRUCTURE,,,CONSTANT_NUM,,
427,tf.io.gfile.rename,overwrite,"boolean, if false it's an error for `dst` to be occupied by an existing file.",D_TYPE if CONSTANT_BOOL it an error for PARAM to be occupied by an existing file,D_TYPE,,,,0,,
428,tf.keras.utils.register_keras_serializable,package,The package that this class belongs to.,The package that this class belongs to,,,,,,,
429,tf.keras.layers.experimental.preprocessing.TextVectorization,pad_to_max_tokens,"Only valid in  ""binary"", ""count"", and ""tf-idf"" modes. If True, the output will have its feature axis padded to `max_tokens` even if the number of unique tokens in the vocabulary is less than max_tokens, resulting in a tensor of shape [batch_size, max_tokens] regardless of vocabulary size. Defaults to True.",Defaults to CONSTANT_BOOL,,,,,,,
430,tf.keras.layers.experimental.preprocessing.TextVectorization,pad_to_max_tokens,"Only valid in  ""binary"", ""count"", and ""tf-idf"" modes. If True, the output will have its feature axis padded to `max_tokens` even if the number of unique tokens in the vocabulary is less than max_tokens, resulting in a tensor of shape [batch_size, max_tokens] regardless of vocabulary size. Defaults to True.",If CONSTANT_BOOL the output will have its feature axis padded to PARAM even if the number of unique tokens in the vocabulary is less than PARAM resulting in a D_STRUCTURE of shape BSTR regardless of vocabulary size,bool,,,,0,,
431,tf.keras.layers.experimental.preprocessing.TextVectorization,pad_to_max_tokens,"Only valid in  ""binary"", ""count"", and ""tf-idf"" modes. If True, the output will have its feature axis padded to `max_tokens` even if the number of unique tokens in the vocabulary is less than max_tokens, resulting in a tensor of shape [batch_size, max_tokens] regardless of vocabulary size. Defaults to True.",Only valid in QSTR modes,,,,,,,
432,tf.extract_volume_patches,padding,"A `string` from: `""SAME"", ""VALID""`. The type of padding algorithm to use.We specify the size-related attributes as:",A D_TYPE from QSTR,D_TYPE,,,,0,,QSTR
433,tf.extract_volume_patches,padding,"A `string` from: `""SAME"", ""VALID""`. The type of padding algorithm to use.We specify the size-related attributes as:",The type of padding algorithm to use We specify the size related attributes as,,,,,,,
434,tf.keras.backend.pool2d,padding,"string, `""same""` or `""valid""`.",D_TYPE QSTR,D_TYPE,,,,0,,QSTR
435,tf.keras.backend.temporal_padding,padding,"Tuple of 2 integers, how many zeros to add at the start and end of dim 1.",D_STRUCTURE of CONSTANT_NUM D_TYPE how many zeros to add at the start and end of dim CONSTANT_NUM,D_TYPE,,D_STRUCTURE,[CONSTANT_NUM],,"[0,inf)",
436,tf.keras.layers.SeparableConv1D,padding,"One of `""valid""`, `""same""`, or `""causal""` (case-insensitive).",One of QSTR BSTR,,,,,,,QSTR
437,tf.nn.conv2d_transpose,padding,"A string, either `'VALID'` or `'SAME'`. The padding algorithm. See the ""returns"" section of `tf.nn.convolution` for details.",A D_TYPE either QSTR,D_TYPE,,,,0,,QSTR
438,tf.nn.conv2d_transpose,padding,"A string, either `'VALID'` or `'SAME'`. The padding algorithm. See the ""returns"" section of `tf.nn.convolution` for details.",See the QSTR section of tf nn convolution for details,,,,,,,
439,tf.nn.conv2d_transpose,padding,"A string, either `'VALID'` or `'SAME'`. The padding algorithm. See the ""returns"" section of `tf.nn.convolution` for details.",The padding algorithm,,,,,,,
440,tf.nn.dilation2d,padding,"A `string` from: `""SAME"", ""VALID""`. The type of padding algorithm to use.",A D_TYPE from QSTR,D_TYPE,,,,0,,QSTR
441,tf.nn.dilation2d,padding,"A `string` from: `""SAME"", ""VALID""`. The type of padding algorithm to use.",The type of padding algorithm to use,,,,,,,
442,tf.foldl,parallel_iterations,(optional) The number of iterations allowed to run in parallel.,BSTR The number of iterations allowed to run in parallel,int,,,,0,"[0,inf)",
443,tf.linalg.tridiagonal_solve,partial_pivoting,"whether to perform partial pivoting. `True` by default. Partial pivoting makes the procedure more stable, but slower. Partial pivoting is unnecessary in some cases, including diagonally dominant and symmetric positive definite matrices (see e.g. theorem 9.12 in [1]).",CONSTANT_BOOL by default,bool,,,,0,,
444,tf.linalg.tridiagonal_solve,partial_pivoting,"whether to perform partial pivoting. `True` by default. Partial pivoting makes the procedure more stable, but slower. Partial pivoting is unnecessary in some cases, including diagonally dominant and symmetric positive definite matrices (see e.g. theorem 9.12 in [1]).",Partial pivoting is unnecessary in some cases including diagonally dominant and symmetric positive definite matrices see e g,,,,,,,
445,tf.linalg.tridiagonal_solve,partial_pivoting,"whether to perform partial pivoting. `True` by default. Partial pivoting makes the procedure more stable, but slower. Partial pivoting is unnecessary in some cases, including diagonally dominant and symmetric positive definite matrices (see e.g. theorem 9.12 in [1]).",Partial pivoting makes the procedure more stable but slower,,,,,,,
446,tf.linalg.tridiagonal_solve,partial_pivoting,"whether to perform partial pivoting. `True` by default. Partial pivoting makes the procedure more stable, but slower. Partial pivoting is unnecessary in some cases, including diagonally dominant and symmetric positive definite matrices (see e.g. theorem 9.12 in [1]).",theorem CONSTANT_NUM in BSTR,,,,,,,
447,tf.linalg.tridiagonal_solve,partial_pivoting,"whether to perform partial pivoting. `True` by default. Partial pivoting makes the procedure more stable, but slower. Partial pivoting is unnecessary in some cases, including diagonally dominant and symmetric positive definite matrices (see e.g. theorem 9.12 in [1]).",whether to perform partial pivoting,bool,,,,0,,
448,tf.io.gfile.listdir,path,"string, path to a directory",D_TYPE path to a directory,D_TYPE,,,,,,
449,tf.io.gfile.mkdir,path,"string, name of the directory to be created",D_TYPE name of the directory to be created,D_TYPE,,,,0,,
450,tf.io.gfile.remove,path,"string, a path",D_TYPE a path,D_TYPE,,,,,,
451,tf.data.experimental.make_csv_dataset,prefetch_buffer_size,An int specifying the number of feature batches to prefetch for performance improvement. Recommended value is the number of batches consumed per training step. Defaults to auto-tune.,An D_TYPE specifying the number of feature batches to prefetch for performance improvement,D_TYPE,,,,0,"[0,inf)",
452,tf.data.experimental.make_csv_dataset,prefetch_buffer_size,An int specifying the number of feature batches to prefetch for performance improvement. Recommended value is the number of batches consumed per training step. Defaults to auto-tune.,Defaults to auto tune,,,,,,,
453,tf.data.experimental.make_csv_dataset,prefetch_buffer_size,An int specifying the number of feature batches to prefetch for performance improvement. Recommended value is the number of batches consumed per training step. Defaults to auto-tune.,Recommended value is the number of batches consumed per training step,,,,,,,
454,tf.graph_util.import_graph_def,producer_op_list,"(Optional.) An `OpList` proto with the (possibly stripped) list of `OpDef`s used by the producer of the graph. If provided, unrecognized attrs for ops in `graph_def` that have their default value according to `producer_op_list` will be removed. This will allow some more`GraphDef`s produced by later binaries to be accepted by earlier binaries.",An QSTR proto with the BSTR D_STRUCTURE of QSTR used by the producer of the graph,,,D_STRUCTURE,,,,
455,tf.graph_util.import_graph_def,producer_op_list,"(Optional.) An `OpList` proto with the (possibly stripped) list of `OpDef`s used by the producer of the graph. If provided, unrecognized attrs for ops in `graph_def` that have their default value according to `producer_op_list` will be removed. This will allow some more`GraphDef`s produced by later binaries to be accepted by earlier binaries.",BSTR,,,,,,,
456,tf.graph_util.import_graph_def,producer_op_list,"(Optional.) An `OpList` proto with the (possibly stripped) list of `OpDef`s used by the producer of the graph. If provided, unrecognized attrs for ops in `graph_def` that have their default value according to `producer_op_list` will be removed. This will allow some more`GraphDef`s produced by later binaries to be accepted by earlier binaries.",If provided unrecognized attrs for ops in PARAM that have their default value according to producer_op_list will be removed,,,,,,,
457,tf.graph_util.import_graph_def,producer_op_list,"(Optional.) An `OpList` proto with the (possibly stripped) list of `OpDef`s used by the producer of the graph. If provided, unrecognized attrs for ops in `graph_def` that have their default value according to `producer_op_list` will be removed. This will allow some more`GraphDef`s produced by later binaries to be accepted by earlier binaries.",This will allow some more QSTR produced by later binaries to be accepted by earlier binaries,,,,,,,
458,tf.summary.trace_export,profiler_outdir,"Output directory for profiler. It is required when profiler is enabled when trace was started. Otherwise, it is ignored.",It is required when profiler is enabled when trace was started,,,,,,,
